,geometry,LATITUDE,LONGITUDE,CURRENT_SIZE,FIRE_NUMBER,FIRE_YEAR,IGNITION_DATE,FIRE_OUT_DATE,FIRE_CAUSE,FIRE_CENTRE
156,POINT (-121.76001533415901 49.68400578548095),49.684000000000005,-121.76,1301.8,V01163,1958,1958-07-07 07:00:00,1958-07-07 07:00:00,Lightning,Costal Fire Centre
157,POINT (-130.2290193410081 57.03900484494078),57.039,-130.229,5842.8,R00204,1958,1958-07-07 07:00:00,1958-07-07 07:00:00,Lightning,Northwest Fire Centre
158,POINT (-127.87901774469816 54.12600515369802),54.126000000000005,-127.879,4224.9,R00109,1958,1958-07-07 21:00:00,1958-07-24 11:36:00,Lightning,Northwest Fire Centre
159,POINT (-124.29901598827908 50.53900552014324),50.539,-124.299,1780.6000000000001,V00248,1958,1958-07-08 03:00:00,1958-07-20 03:23:00,Lightning,Costal Fire Centre
160,POINT (-128.26701884793803 56.568005126302815),56.568000000000005,-128.267,1616.3,R00200,1958,1958-07-08 07:00:00,1958-07-08 07:00:00,Lightning,Northwest Fire Centre
161,POINT (-128.92202055656364 59.62600503450573),59.626000000000005,-128.922,13467.9,G00348,1958,1958-07-08 07:00:00,1958-07-08 07:06:00,Lightning,Prince George Fire Centre
162,POINT (-128.1770188481133 56.5970051397042),56.597,-128.177,1533.7,R00201,1958,1958-07-08 07:00:00,1958-07-08 07:00:00,Lightning,Northwest Fire Centre
163,POINT (-128.92701893933855 56.56800503228284),56.568000000000005,-128.927,2030.7,R00209,1958,1958-07-09 07:00:00,1958-07-09 07:00:00,Lightning,Northwest Fire Centre
164,POINT (-120.3850159906595 52.62600608410066),52.626000000000005,-120.385,1222.1000000000001,C00343,1958,1958-07-09 07:00:00,1958-07-10 23:30:00,Lightning,Cariboo Fire Centre
165,POINT (-129.1240189938158 56.626005004078024),56.626000000000005,-129.124,11810.300000000001,R00210,1958,1958-07-09 07:00:00,1958-07-09 07:00:00,Lightning,Northwest Fire Centre
166,POINT (-126.92501887255595 57.03900532255528),57.039,-126.92500000000001,4661.900000000001,G00317,1958,1958-07-10 00:00:00,1958-07-11 05:36:00,Lightning,Prince George Fire Centre
167,POINT (-126.1830170446594 52.905005355742816),52.905,-126.183,16915.801,C00320,1958,1958-07-10 07:00:00,1958-08-01 11:53:00,Lightning,Cariboo Fire Centre
168,POINT (-128.42801841803782 55.56800509554422),55.568000000000005,-128.428,2387.6,R00141,1958,1958-07-13 07:00:00,1958-07-13 07:00:00,Lightning,Northwest Fire Centre
169,POINT (-129.92202060229914 59.4630048837912),59.463,-129.922,4920.900000000001,G00347,1958,1958-07-14 00:00:00,1958-07-14 00:06:00,Lightning,Prince George Fire Centre
170,POINT (-123.14401562351802 49.90500563361015),49.905,-123.144,1950.5,V00546,1958,1958-07-14 07:00:00,1958-08-01 15:11:00,Person,Costal Fire Centre
171,POINT (-133.55802138295596 59.992004315804394),59.992000000000004,-133.558,4653.8,R00226,1958,1958-07-15 07:00:00,1958-07-15 07:00:00,Unknown,Northwest Fire Centre
172,POINT (-122.68001717811441 54.76000586481848),54.76,-122.68,5375.8,G00324,1958,1958-07-15 21:00:00,1958-08-09 21:06:00,Lightning,Prince George Fire Centre
173,POINT (-120.18801501256917 49.49200595653676),49.492000000000004,-120.188,1169.5,K00731,1958,1958-07-20 07:00:00,1958-08-11 11:00:00,Lightning,Kamloops Fire Centre
174,POINT (-122.29901571907325 50.713005768703574),50.713,-122.299,1440.6000000000001,K00609,1958,1958-07-24 21:00:00,1958-08-04 03:12:00,Person,Kamloops Fire Centre
175,POINT (-122.97901863544075 57.90500589678554),57.905,-122.979,8158.400000000001,G00177,1958,1958-07-26 07:00:00,1958-07-27 11:06:00,Lightning,Prince George Fire Centre
176,POINT (-121.0170177639922 56.84700614692615),56.847,-121.01700000000001,24281.100000000002,G00429,1958,1958-07-27 07:00:00,1958-07-27 07:06:00,Unknown,Prince George Fire Centre
177,POINT (-121.6440151641307 49.1260057717252),49.126000000000005,-121.644,1628.0,V01157,1958,1958-07-29 17:00:00,1958-08-21 17:48:00,Lightning,Costal Fire Centre
178,POINT (-121.14401517035114 49.463005845422984),49.463,-121.144,1414.1000000000001,V01339,1958,1958-07-29 19:00:00,1958-07-31 22:00:00,Lightning,Costal Fire Centre
179,POINT (-119.83701575387471 52.21300613278257),52.213,-119.837,1416.4,K00679,1958,1958-07-30 01:00:00,1958-08-02 15:12:00,Lightning,Kamloops Fire Centre
180,POINT (-122.18701578513183 50.99200579367501),50.992000000000004,-122.18700000000001,1210.0,K00656,1958,1958-07-30 07:00:00,1958-08-13 08:00:00,Person,Kamloops Fire Centre
181,POINT (-125.07901757867117 54.760005543913884),54.76,-125.07900000000001,1946.5,G00394,1958,1958-07-30 07:00:00,1958-07-31 01:00:00,Lightning,Prince George Fire Centre
182,POINT (-122.04401577479881 51.03900581311914),51.039,-122.04400000000001,1553.9,C00246,1958,1958-07-31 07:00:00,1958-08-09 10:00:00,Person,Cariboo Fire Centre
183,POINT (-121.22901855736215 58.40500615401484),58.405,-121.229,14892.4,G00481,1958,1958-08-01 07:00:00,1958-08-01 07:00:00,Lightning,Prince George Fire Centre
184,POINT (-117.6440145396743 49.46300624254265),49.463,-117.644,2310.7000000000003,N00310,1958,1958-08-03 17:00:00,1958-08-03 20:00:00,Person,Southeast Fire Centre
185,POINT (-122.54401592049162 51.24200576045822),51.242000000000004,-122.54400000000001,1707.7,K00834,1958,1958-08-10 07:00:00,1958-08-22 09:06:00,Person,Kamloops Fire Centre
186,POINT (-121.98001720189225 55.12600596799411),55.126000000000005,-121.98,1537.8,G00439,1958,1958-08-11 07:00:00,1958-08-11 07:06:00,Lightning,Prince George Fire Centre
187,POINT (-116.76001450325082 49.96300637273788),49.963,-116.76,2225.7000000000003,N00338,1958,1958-08-11 07:00:00,1958-08-12 19:30:00,Lightning,Southeast Fire Centre
188,POINT (-124.38801638295821 51.76000555249212),51.76,-124.388,1214.0,C00274,1958,1958-08-15 07:00:00,1958-08-16 11:00:00,Person,Cariboo Fire Centre
189,POINT (-123.99701611118604 51.09700557731664),51.097,-123.997,1881.7,C00349,1958,1958-08-20 07:00:00,1958-08-20 07:00:00,Lightning,Cariboo Fire Centre
190,POINT (-122.67801748462773 55.51000588572307),55.51,-122.67800000000001,1227.0,G00495,1958,1958-08-24 09:00:00,1958-08-24 10:18:00,Person,Prince George Fire Centre
191,POINT (-120.64401520596023 49.905005925613054),49.905,-120.644,3532.9,K00902,1958,1958-08-25 19:00:00,1958-08-25 20:48:00,Person,Kamloops Fire Centre
192,POINT (-126.0660189295367 57.43400544970319),57.434000000000005,-126.066,1667.3,G00512,1958,1958-09-01 07:00:00,1958-09-01 10:00:00,Lightning,Prince George Fire Centre
193,POINT (-133.615021371901 59.96300430794754),59.963,-133.615,3205.1,R00025,1959,1959-04-01 07:00:00,1959-04-01 07:00:00,Unknown,Northwest Fire Centre
194,POINT (-122.98201614088637 51.71300572565099),51.713,-122.982,1214.0,C00162,1959,1959-05-11 07:00:00,1959-05-18 06:06:00,Person,Cariboo Fire Centre
195,POINT (-123.29401622684898 51.81800569048579),51.818000000000005,-123.29400000000001,1214.0,C00137,1959,1959-05-11 21:00:00,1959-05-13 03:06:00,Person,Cariboo Fire Centre
196,POINT (-121.73101606486459 52.126005896183706),52.126000000000005,-121.73100000000001,1027.9,C00132,1959,1959-05-13 07:00:00,1959-05-14 04:48:00,Person,Cariboo Fire Centre
197,POINT (-121.48001738601829 55.78900605464635),55.789,-121.48,1622.7,G00070,1959,1959-05-13 14:00:00,1959-05-16 16:06:00,Person,Prince George Fire Centre
198,POINT (-121.57001769436822 56.46300606120501),56.463,-121.57000000000001,1294.9,G00057,1959,1959-05-14 20:00:00,1959-05-15 08:00:00,Person,Prince George Fire Centre
199,POINT (-120.48101583395103 52.097006049039535),52.097,-120.48100000000001,2832.8,G00078,1959,1959-05-15 07:00:00,1959-05-15 07:00:00,Person,Prince George Fire Centre
200,POINT (-121.12401743841987 56.06800611073183),56.068000000000005,-121.12400000000001,2136.7,G00081,1959,1959-05-15 23:00:00,1959-05-15 23:00:00,Person,Prince George Fire Centre
201,POINT (-121.42501796905233 57.126006097874516),57.126000000000005,-121.42500000000001,2962.3,G00090,1959,1959-05-18 07:00:00,1959-05-18 18:06:00,Person,Prince George Fire Centre
202,POINT (-120.87601732183589 55.9050061387087),55.905,-120.876,8660.2,G00084,1959,1959-05-22 07:00:00,1959-05-22 07:00:00,Person,Prince George Fire Centre
203,POINT (-122.61801910339821 58.93400596531606),58.934000000000005,-122.61800000000001,36211.301,G00142,1959,1959-07-03 07:00:00,1959-07-03 07:00:00,Lightning,Prince George Fire Centre
204,POINT (-123.2470162088071 51.78900569484208),51.789,-123.247,2428.1,C00263,1959,1959-07-05 21:00:00,1959-07-10 10:00:00,Person,Cariboo Fire Centre
205,POINT (-126.61502016297646 59.568005383569854),59.568000000000005,-126.61500000000001,1553.9,G00151,1959,1959-07-08 07:00:00,1959-07-08 12:54:00,Person,Prince George Fire Centre
206,POINT (-128.97802056464496 59.62600502609603),59.626000000000005,-128.978,6474.900000000001,G00150,1959,1959-07-08 15:00:00,1959-07-09 04:30:00,Person,Prince George Fire Centre
207,POINT (-124.38801639223273 51.789005553155775),51.789,-124.388,1568.1000000000001,C00274,1959,1959-07-09 19:00:00,1959-07-10 15:00:00,Person,Cariboo Fire Centre
208,POINT (-122.98101633010941 52.28900574680729),52.289,-122.98100000000001,1214.0,C00275,1959,1959-07-10 19:00:00,1959-07-14 01:12:00,Person,Cariboo Fire Centre
209,POINT (-122.88801612539497 51.713005736955786),51.713,-122.888,1011.7,C00296,1959,1959-07-18 21:00:00,1959-07-19 00:12:00,Person,Cariboo Fire Centre
210,POINT (-124.48201642591988 51.847005542996236),51.847,-124.482,1214.0,C00295,1959,1959-07-19 00:00:00,1959-07-19 03:06:00,Person,Cariboo Fire Centre
211,POINT (-123.88801625982889 51.62600560958685),51.626000000000005,-123.888,3541.0,C00302,1959,1959-07-21 13:00:00,1959-07-22 17:06:00,Person,Cariboo Fire Centre
212,POINT (-123.08701637610721 52.376005736510784),52.376000000000005,-123.087,1889.8,C00310,1959,1959-07-29 15:00:00,1959-07-29 21:17:00,Person,Cariboo Fire Centre
213,POINT (-122.8850162313807 52.03900574969712),52.039,-122.885,3844.5,C00321,1959,1959-07-31 21:00:00,1959-08-01 13:12:00,Person,Cariboo Fire Centre
214,POINT (-115.09901408236024 49.62600653455628),49.626000000000005,-115.099,3014.9,N00116,1960,1960-07-09 00:00:00,1960-08-02 12:36:00,Person,Southeast Fire Centre
215,POINT (-121.84901535724664 49.71300577661911),49.713,-121.849,2596.4,V00285,1960,1960-07-12 19:00:00,1960-07-20 23:29:00,Person,Costal Fire Centre
216,POINT (-121.0990152839874 49.90500587329274),49.905,-121.099,5949.2,K00235,1960,1960-07-12 22:00:00,1960-07-12 23:24:00,Person,Kamloops Fire Centre
217,POINT (-120.59901521442517 49.96300593368565),49.963,-120.599,1396.1000000000001,K00236,1960,1960-07-13 00:00:00,1960-08-01 01:12:00,Unknown,Kamloops Fire Centre
218,POINT (-115.39401417281807 49.74200651082942),49.742000000000004,-115.394,4226.9,N00168,1960,1960-07-13 07:00:00,1960-07-31 10:12:00,Lightning,Southeast Fire Centre
219,POINT (-114.64401386161647 49.12600654908619),49.126000000000005,-114.644,1108.8,N00225,1960,1960-07-13 07:00:00,1960-07-23 23:29:00,Lightning,Southeast Fire Centre
220,POINT (-116.09901427505055 49.597006422637364),49.597,-116.099,4188.5,N00158,1960,1960-07-13 07:00:00,1960-07-27 03:36:00,Lightning,Southeast Fire Centre
221,POINT (-115.14101424656866 50.21300657011475),50.213,-115.141,2864.7000000000003,N00148,1960,1960-07-13 07:00:00,1960-07-27 02:54:00,Lightning,Southeast Fire Centre
222,POINT (-116.6410145077221 50.06800639220671),50.068000000000005,-116.641,1740.1000000000001,N00139,1960,1960-07-13 07:00:00,1960-08-05 08:12:00,Lightning,Southeast Fire Centre
223,POINT (-115.55401409500065 49.3180064636462),49.318000000000005,-115.554,3723.9,N00249,1960,1960-07-13 07:00:00,1960-07-26 05:18:00,Lightning,Southeast Fire Centre
224,POINT (-117.5490149121616 50.87600633736748),50.876000000000005,-117.549,1052.1,N00340,1960,1960-07-13 07:00:00,1960-07-13 07:00:00,Lightning,Southeast Fire Centre
225,POINT (-119.28901577779611 52.59700621741813),52.597,-119.289,4180.4,K00533,1960,1960-07-13 23:00:00,1960-08-02 23:00:00,Lightning,Kamloops Fire Centre
226,POINT (-119.78901585270748 52.53900615404116),52.539,-119.789,2023.4,K00710,1960,1960-07-14 00:00:00,1960-07-14 16:06:00,Lightning,Kamloops Fire Centre
227,POINT (-119.2940153159469 51.12600614639265),51.126000000000005,-119.29400000000001,1230.2,K00365,1960,1960-07-14 01:00:00,1960-07-19 04:48:00,Lightning,Kamloops Fire Centre
228,POINT (-120.50301532257163 50.40500596695438),50.405,-120.503,3862.3,K00668,1960,1960-07-23 01:00:00,1960-08-04 17:12:00,Person,Kamloops Fire Centre
229,POINT (-124.88201689449785 53.03900552793967),53.039,-124.882,3237.4,C00026,1960,1960-07-24 07:00:00,1960-07-28 07:30:00,Lightning,Cariboo Fire Centre
230,POINT (-119.50301531409853 50.99200611415416),50.992000000000004,-119.503,1011.7,K00683,1960,1960-07-25 21:00:00,1960-07-25 22:00:00,Person,Kamloops Fire Centre
231,POINT (-120.59501525832054 50.1260059425887),50.126000000000005,-120.595,1966.7,K00761,1960,1960-07-28 01:00:00,1960-08-02 01:24:00,Lightning,Kamloops Fire Centre
232,POINT (-122.27301730799532 55.26000593360904),55.26,-122.27300000000001,5932.7,G00150,1960,1960-07-30 17:00:00,1960-08-11 15:30:00,Lightning,Prince George Fire Centre
233,POINT (-122.8250175467255 55.597005868383064),55.597,-122.825,5115.2,G00151,1960,1960-07-30 19:00:00,1960-08-12 14:42:00,Lightning,Prince George Fire Centre
234,POINT (-122.82001777370024 56.126005881494294),56.126000000000005,-122.82000000000001,7452.7,G00154,1960,1960-07-30 19:00:00,1960-07-31 20:06:00,Lightning,Prince George Fire Centre
235,POINT (-120.03301628320283 53.65500617067305),53.655,-120.033,1456.8,G00173,1960,1960-07-31 00:00:00,1960-08-01 17:30:00,Lightning,Prince George Fire Centre
236,POINT (-121.48101699996063 54.847006025792076),54.847,-121.48100000000001,2428.1,G00301,1960,1960-08-08 22:00:00,1960-08-16 14:52:00,Person,Prince George Fire Centre
237,POINT (-124.0330167803535 53.0970056389807),53.097,-124.033,1214.0,C00034,1960,1960-08-10 07:00:00,1960-08-14 09:00:00,Lightning,Cariboo Fire Centre
238,POINT (-124.5330170315692 53.56800558781334),53.568000000000005,-124.533,1746.2,G00194,1960,1960-08-10 07:00:00,1960-08-10 07:18:00,Lightning,Prince George Fire Centre
239,POINT (-121.2730173840142 55.87600608538821),55.876000000000005,-121.27300000000001,9466.800000000001,G00025,1961,1961-05-19 05:00:00,1961-05-20 03:00:00,Person,Prince George Fire Centre
240,POINT (-121.1780173089574 55.74200609391357),55.742000000000004,-121.17800000000001,4422.0,G00021,1961,1961-05-19 07:00:00,1961-05-21 07:36:00,Person,Prince George Fire Centre
241,POINT (-121.27301739558139 55.90500608540357),55.905,-121.27300000000001,1926.3,G00066,1961,1961-05-19 21:00:00,1961-05-20 03:30:00,Person,Prince George Fire Centre
242,POINT (-121.26701757395159 56.31800609806941),56.318000000000005,-121.26700000000001,4046.8,G00036,1961,1961-05-19 21:00:00,1961-05-24 23:36:00,Person,Prince George Fire Centre
243,POINT (-120.73001730612084 55.93400615996945),55.934000000000005,-120.73,3808.0,G00059,1961,1961-05-23 07:00:00,1961-05-26 08:30:00,Person,Prince George Fire Centre
244,POINT (-123.18301652300701 52.76000573753069),52.76,-123.183,6224.0,C00014,1961,1961-06-14 07:00:00,1961-06-24 04:48:00,Person,Cariboo Fire Centre
245,POINT (-123.98201632782053 51.78900560339345),51.789,-123.982,4972.7,C00136,1961,1961-06-15 07:00:00,1961-06-15 07:00:00,Person,Cariboo Fire Centre
246,POINT (-122.68501605556924 51.59700575720401),51.597,-122.685,1553.9,C00138,1961,1961-06-17 07:00:00,1961-06-23 03:48:00,Person,Cariboo Fire Centre
247,POINT (-124.29401635306374 51.71300556214889),51.713,-124.29400000000001,6082.400000000001,C00142,1961,1961-06-17 07:00:00,1961-06-17 11:00:00,Person,Cariboo Fire Centre
248,POINT (-121.54401568152561 51.01000587213866),51.01,-121.54400000000001,1434.2,C00150,1961,1961-06-18 09:00:00,1961-06-21 20:54:00,Lightning,Cariboo Fire Centre
249,POINT (-125.72901887603096 57.434005497580934),57.434000000000005,-125.729,2278.3,G00211,1961,1961-07-05 07:00:00,1961-07-15 02:00:00,Person,Prince George Fire Centre
250,POINT (-120.98101606904798 52.539006005826),52.539,-120.98100000000001,3092.2000000000003,C00251,1961,1961-07-11 07:00:00,1961-07-18 03:00:00,Lightning,Cariboo Fire Centre
251,POINT (-124.34101637522687 51.76000555781426),51.76,-124.34100000000001,6138.2,C00178,1961,1961-07-12 07:00:00,1961-07-12 09:47:00,Person,Cariboo Fire Centre
252,POINT (-122.34901540047585 49.568005711520954),49.568000000000005,-122.349,2021.8,V01473,1961,1961-07-13 17:00:00,1961-09-04 17:06:00,Person,Costal Fire Centre
253,POINT (-121.88201665004362 53.74200593745124),53.742000000000004,-121.882,15730.1,G00275,1961,1961-07-15 02:00:00,1961-07-24 07:30:00,Lightning,Prince George Fire Centre
254,POINT (-124.0170180203795 56.21300571893324),56.213,-124.01700000000001,10910.300000000001,G00240,1961,1961-07-15 07:00:00,1961-07-15 09:00:00,Lightning,Prince George Fire Centre
255,POINT (-124.18501632526728 51.68400557492335),51.684000000000005,-124.185,2611.0,C00212,1961,1961-07-15 07:00:00,1961-08-04 16:12:00,Person,Cariboo Fire Centre
256,POINT (-125.48201649737278 51.59700540979541),51.597,-125.482,3302.2000000000003,V01471,1961,1961-07-16 07:00:00,1961-07-29 10:29:00,Lightning,Costal Fire Centre
257,POINT (-120.78901603542913 52.53900602984335),52.539,-120.789,6184.400000000001,C00220,1961,1961-07-17 21:00:00,1961-07-17 21:06:00,Lightning,Cariboo Fire Centre
258,POINT (-123.73201619839789 51.51000562476682),51.51,-123.732,7769.900000000001,C00214,1961,1961-07-18 07:00:00,1961-07-18 10:00:00,Person,Cariboo Fire Centre
259,POINT (-123.99701632053875 51.7600056011072),51.76,-123.997,30351.4,C00238,1961,1961-07-22 07:00:00,1961-07-22 07:12:00,Person,Cariboo Fire Centre
260,POINT (-125.73001862116277 56.9050054905516),56.905,-125.73,3334.6,G00337,1961,1961-07-23 07:00:00,1961-07-25 23:00:00,Lightning,Prince George Fire Centre
261,POINT (-121.42801705504155 55.010006038460524),55.01,-121.42800000000001,7409.8,G00293,1961,1961-07-24 03:00:00,1961-07-26 00:54:00,Lightning,Prince George Fire Centre
262,POINT (-126.73101728443314 53.347005293376235),53.347,-126.73100000000001,2288.9,R00166,1961,1961-07-26 21:00:00,1961-07-27 13:06:00,Lightning,Northwest Fire Centre
263,POINT (-126.28901689489513 52.43400533039584),52.434000000000005,-126.289,1950.5,R00172,1961,1961-07-27 02:00:00,1961-08-22 23:06:00,Lightning,Northwest Fire Centre
264,POINT (-126.30801996876419 59.31800542862778),59.318000000000005,-126.308,47348.199,G00313,1961,1961-07-28 07:00:00,1961-08-03 07:06:00,Lightning,Prince George Fire Centre
265,POINT (-121.00201899667873 59.31800620415514),59.318000000000005,-121.00200000000001,33993.602,G00301,1961,1961-07-30 07:00:00,1961-08-02 07:06:00,Lightning,Prince George Fire Centre
266,POINT (-120.6720188423847 59.15500624848761),59.155,-120.67200000000001,11735.9,G00308,1961,1961-07-30 07:00:00,1961-07-30 07:06:00,Lightning,Prince George Fire Centre
267,POINT (-126.30802027738169 59.847005429715956),59.847,-126.308,16025.5,G00317,1961,1961-07-31 04:00:00,1961-08-03 22:36:00,Lightning,Prince George Fire Centre
268,POINT (-124.57001822572352 56.46300564708322),56.463,-124.57000000000001,3318.4,G00358,1961,1961-08-01 07:00:00,1961-08-03 07:00:00,Lightning,Prince George Fire Centre
269,POINT (-120.33301612115676 53.0390061071851),53.039,-120.33300000000001,4079.2000000000003,G00366,1961,1961-08-01 07:00:00,1961-08-25 07:00:00,Lightning,Prince George Fire Centre
